Evaluation_ID,Date,Agent,Team,Supervisor,Process,Evaluation_Score,Errors,Critical_Error,Customer_Satisfaction,Resolution_Time_Min,Status
128292,2026-03-01,Agent 005,Team E,Supervisor 3,Verification,94.9,0,No,4.1,9.4,Pass
128293,2026-08-09,Agent 020,Team E,Supervisor 1,Billing,92.0,1,No,4.0,8.2,Pass
128294,2026-08-02,Agent 093,Team A,Supervisor 1,General Inquiry,94.3,2,No,3.6,11.1,Pass
128295,2026-04-10,Agent 011,Team B,Supervisor 4,General Inquiry,79.4,1,No,3.6,5.9,Fail
128296,2026-01-01,Agent 072,Team C,Supervisor 1,Billing,83.2,0,No,3.8,8.0,Fail
128297,2026-02-12,Agent 028,Team D,Supervisor 3,Technical Support,88.6,0,No,3.8,11.5,Pass
128298,2026-02-24,Agent 049,Team A,Supervisor 1,Billing,100.0,1,No,4.6,10.3,Pass
128299,2026-06-17,Agent 041,Team E,Supervisor 4,Technical Support,91.6,1,No,4.6,9.7,Pass
128300,2026-07-11,Agent 018,Team C,Supervisor 5,General Inquiry,92.8,0,No,4.1,8.0,Pass
128301,2026-02-03,Agent 030,Team D,Supervisor 4,Retention,84.9,2,No,4.2,13.6,Fail
128302,2026-02-03,Agent 014,Team E,Supervisor 5,Billing,97.3,1,No,3.7,9.0,Pass
128303,2026-06-25,Agent 056,Team E,Supervisor 4,Verification,99.1,3,No,4.4,9.0,Pass
128304,2026-06-10,Agent 073,Team B,Supervisor 1,Verification,69.0,1,No,3.2,7.5,Fail
128305,2026-07-15,Agent 074,Team C,Supervisor 1,Billing,75.4,1,No,3.1,4.7,Fail
128306,2026-08-18,Agent 089,Team D,Supervisor 4,Retention,98.2,2,No,5.0,9.2,Pass
128307,2026-06-07,Agent 052,Team D,Supervisor 5,Billing,100.0,1,No,4.3,3.2,Pass
128308,2026-04-20,Agent 091,Team D,Supervisor 3,General Inquiry,86.8,1,No,3.1,10.9,Pass
128309,2026-03-25,Agent 066,Team A,Supervisor 1,General Inquiry,99.1,3,No,4.4,9.3,Pass
128310,2026-03-31,Agent 067,Team A,Supervisor 4,Technical Support,87.0,2,No,3.3,9.1,Pass
128311,2026-03-20,Agent 029,Team B,Supervisor 3,Retention,72.3,2,No,3.4,7.1,Fail
128312,2026-03-12,Agent 027,Team B,Supervisor 4,Technical Support,82.0,1,No,4.4,11.0,Fail
128313,2026-03-12,Agent 068,Team A,Supervisor 1,Technical Support,83.0,1,No,4.1,14.1,Fail
128314,2026-04-24,Agent 035,Team E,Supervisor 2,Technical Support,100.0,2,No,4.2,8.3,Pass
128315,2026-01-29,Agent 091,Team B,Supervisor 5,Technical Support,79.6,3,No,3.7,9.2,Fail
128316,2026-05-31,Agent 083,Team D,Supervisor 5,Technical Support,90.9,1,No,4.6,11.3,Pass
128317,2026-06-11,Agent 010,Team E,Supervisor 1,Technical Support,95.4,2,No,3.8,8.8,Pass
128318,2026-07-31,Agent 026,Team B,Supervisor 5,Billing,81.4,1,No,3.6,9.9,Fail
128319,2026-05-23,Agent 071,Team C,Supervisor 4,Retention,91.2,0,No,4.1,12.1,Pass
128320,2026-04-07,Agent 091,Team A,Supervisor 3,Technical Support,88.2,1,No,3.4,9.9,Pass
128321,2026-02-22,Agent 094,Team B,Supervisor 3,Technical Support,74.6,2,No,3.6,11.9,Fail
128322,2026-05-25,Agent 076,Team C,Supervisor 3,General Inquiry,100.0,0,No,4.6,11.4,Pass
128323,2026-03-05,Agent 061,Team A,Supervisor 4,Verification,87.8,1,No,3.5,3.7,Pass
128324,2026-07-31,Agent 069,Team C,Supervisor 4,General Inquiry,84.5,0,No,3.9,14.3,Fail
128325,2026-03-02,Agent 056,Team B,Supervisor 2,General Inquiry,86.1,0,No,3.5,10.0,Pass
128326,2026-07-04,Agent 077,Team E,Supervisor 5,Technical Support,90.8,4,No,4.2,10.2,Pass
128327,2026-07-24,Agent 064,Team B,Supervisor 3,Retention,96.5,1,No,4.8,9.2,Pass
128328,2026-04-18,Agent 041,Team A,Supervisor 1,Technical Support,86.5,0,No,3.8,11.6,Pass
128329,2026-08-04,Agent 004,Team C,Supervisor 4,Retention,95.3,1,No,4.9,10.4,Pass
128330,2026-08-27,Agent 066,Team B,Supervisor 1,Verification,92.6,0,No,3.8,8.7,Pass
128331,2026-02-06,Agent 037,Team B,Supervisor 4,Billing,77.1,1,No,4.3,11.3,Fail
128332,2026-05-15,Agent 034,Team B,Supervisor 1,Retention,85.1,2,No,4.4,10.9,Pass
128333,2026-01-08,Agent 050,Team E,Supervisor 5,Retention,88.0,3,No,4.1,10.3,Pass
128334,2026-08-03,Agent 070,Team C,Supervisor 3,General Inquiry,89.1,2,No,4.6,9.8,Pass
128335,2026-03-19,Agent 090,Team B,Supervisor 5,Billing,74.1,0,No,3.5,6.7,Fail
128336,2026-03-09,Agent 075,Team D,Supervisor 1,Technical Support,87.6,1,No,4.0,13.9,Pass
128337,2026-01-21,Agent 042,Team C,Supervisor 4,Verification,89.8,2,No,3.2,6.3,Pass
128338,2026-07-08,Agent 001,Team A,Supervisor 4,Technical Support,85.6,0,No,4.1,9.6,Pass
128339,2026-08-26,Agent 034,Team E,Supervisor 1,Retention,93.2,0,No,3.9,10.3,Pass
128340,2026-07-21,Agent 085,Team A,Supervisor 4,Verification,96.3,0,No,4.3,7.9,Pass
128341,2026-08-02,Agent 010,Team D,Supervisor 4,Verification,94.9,1,No,3.7,8.4,Pass
128342,2026-04-04,Agent 005,Team E,Supervisor 3,Billing,94.4,0,No,4.2,9.3,Pass
128343,2026-08-10,Agent 090,Team B,Supervisor 3,Billing,79.3,4,No,3.5,9.7,Fail
128344,2026-07-27,Agent 044,Team A,Supervisor 5,Technical Support,79.6,0,No,3.6,8.5,Fail
128345,2026-03-16,Agent 019,Team C,Supervisor 2,Billing,100.0,3,No,4.7,4.5,Pass
128346,2026-08-02,Agent 021,Team C,Supervisor 4,Retention,95.0,2,No,3.7,13.0,Pass
128347,2026-06-06,Agent 034,Team E,Supervisor 2,Billing,88.8,3,No,3.4,6.7,Pass
128348,2026-06-02,Agent 029,Team A,Supervisor 4,Verification,82.3,1,No,3.8,8.5,Fail
128349,2026-07-05,Agent 079,Team D,Supervisor 2,Retention,93.3,2,No,5.0,11.0,Pass
128350,2026-05-22,Agent 040,Team E,Supervisor 3,Billing,100.0,2,No,4.2,6.0,Pass
128351,2026-03-19,Agent 080,Team D,Supervisor 1,Retention,85.5,0,No,3.5,4.9,Pass
128352,2026-03-07,Agent 018,Team D,Supervisor 5,Verification,96.9,2,No,4.8,12.3,Pass
128353,2026-07-01,Agent 049,Team E,Supervisor 5,Retention,100.0,2,No,4.5,10.5,Pass
128354,2026-07-24,Agent 061,Team C,Supervisor 3,Verification,86.1,2,No,4.6,7.7,Pass
128355,2026-07-14,Agent 065,Team E,Supervisor 5,Billing,81.6,2,No,3.9,8.3,Fail
128356,2026-06-07,Agent 075,Team B,Supervisor 3,Retention,85.8,3,No,3.3,10.8,Pass
128357,2026-05-26,Agent 036,Team C,Supervisor 1,Verification,94.2,1,No,4.9,4.4,Pass
128358,2026-02-23,Agent 096,Team A,Supervisor 5,Verification,96.9,0,No,4.6,6.1,Pass
128359,2026-04-10,Agent 092,Team E,Supervisor 4,Billing,79.6,2,No,3.5,10.3,Fail
128360,2026-01-21,Agent 070,Team D,Supervisor 5,Billing,98.3,1,No,4.4,7.6,Pass
128361,2026-02-22,Agent 007,Team C,Supervisor 2,Billing,94.2,0,No,3.7,10.7,Pass
128362,2026-03-24,Agent 061,Team B,Supervisor 5,Verification,83.9,3,No,4.1,4.9,Fail
128363,2026-05-24,Agent 064,Team B,Supervisor 2,Technical Support,90.6,0,No,4.3,11.0,Pass
128364,2026-06-05,Agent 088,Team B,Supervisor 4,Verification,87.4,1,No,4.4,11.9,Pass
128365,2026-01-04,Agent 074,Team C,Supervisor 2,General Inquiry,98.2,1,No,4.3,6.0,Pass
128366,2026-08-31,Agent 030,Team B,Supervisor 4,Verification,78.7,1,No,4.1,4.8,Fail
128367,2026-02-24,Agent 017,Team C,Supervisor 1,General Inquiry,86.6,1,No,3.4,8.7,Pass
128368,2026-01-15,Agent 044,Team D,Supervisor 5,Retention,91.5,2,No,3.7,9.4,Pass
128369,2026-03-05,Agent 072,Team D,Supervisor 2,Billing,86.2,4,No,3.3,11.7,Pass
128370,2026-07-12,Agent 076,Team C,Supervisor 1,Technical Support,82.3,1,No,4.0,10.8,Fail
128371,2026-04-22,Agent 026,Team E,Supervisor 1,Technical Support,96.2,2,No,4.5,13.4,Pass
128372,2026-08-27,Agent 017,Team A,Supervisor 2,Verification,93.3,1,No,4.7,10.6,Pass
128373,2026-05-24,Agent 035,Team D,Supervisor 5,Retention,83.3,0,No,4.3,10.6,Fail
128374,2026-04-28,Agent 046,Team A,Supervisor 3,General Inquiry,100.0,0,No,4.3,12.2,Pass
128375,2026-01-20,Agent 005,Team D,Supervisor 1,General Inquiry,100.0,0,No,5.0,12.7,Pass
128376,2026-03-05,Agent 045,Team D,Supervisor 1,Verification,90.5,2,No,3.5,7.3,Pass
128377,2026-02-02,Agent 075,Team D,Supervisor 2,Technical Support,77.4,3,No,4.4,7.1,Fail
128378,2026-03-22,Agent 016,Team D,Supervisor 4,General Inquiry,90.0,2,No,3.8,9.5,Pass
128379,2026-07-16,Agent 058,Team A,Supervisor 4,Technical Support,90.2,1,No,4.3,7.5,Pass
128380,2026-05-06,Agent 042,Team A,Supervisor 3,Verification,85.2,0,No,3.5,14.5,Pass
128381,2026-03-10,Agent 094,Team D,Supervisor 3,Verification,94.8,0,No,4.5,2.8,Pass
128382,2026-07-05,Agent 060,Team D,Supervisor 5,Retention,79.7,1,No,3.9,10.5,Fail
128383,2026-06-16,Agent 056,Team A,Supervisor 3,Billing,75.6,0,No,2.9,9.7,Fail
128384,2026-07-24,Agent 006,Team A,Supervisor 4,General Inquiry,93.8,2,No,4.0,11.9,Pass
128385,2026-08-24,Agent 020,Team D,Supervisor 4,Verification,90.4,1,No,4.6,11.4,Pass
128386,2026-06-13,Agent 084,Team E,Supervisor 5,Technical Support,96.3,2,No,4.6,11.6,Pass
128387,2026-04-04,Agent 024,Team C,,General Inquiry,91.3,1,No,3.5,8.2,Pass
128388,2026-03-09,Agent 091,Team A,Supervisor 1,General Inquiry,91.9,1,No,3.7,6.8,Pass
128389,2026-03-28,Agent 067,Team B,,Billing,84.8,0,No,4.0,8.9,Fail
128390,2026-01-21,Agent 088,Team D,Supervisor 5,General Inquiry,90.8,1,No,4.2,4.5,Pass
128391,2026-03-04,Agent 052,Team C,Supervisor 2,Verification,92.4,2,No,4.5,9.0,Pass
128392,2026-03-26,Agent 010,Team A,Supervisor 4,Billing,95.5,0,No,3.8,8.9,Pass
128393,2026-05-14,Agent 025,Team B,Supervisor 5,Retention,87.4,0,No,3.8,12.9,Pass
128394,2026-01-24,Agent 092,Team D,Supervisor 5,Retention,100.0,1,No,4.0,14.9,Pass
128395,2026-04-21,Agent 082,Team B,Supervisor 3,General Inquiry,76.6,2,No,4.7,11.4,Fail
128396,2026-06-30,Agent 045,Team C,Supervisor 2,Verification,91.3,1,No,5.0,5.5,Pass
128397,2026-04-05,Agent 078,Team E,Supervisor 4,General Inquiry,97.3,0,No,4.6,10.4,Pass
128398,2026-03-24,Agent 001,Team E,Supervisor 1,Technical Support,85.4,1,No,4.9,8.1,Pass
128399,2026-04-12,Agent 084,Team D,Supervisor 4,Verification,73.8,0,No,3.2,12.6,Fail
128400,2026-07-23,Agent 025,Team B,Supervisor 1,Technical Support,92.5,1,No,3.9,8.4,Pass
128401,2026-03-19,Agent 076,Team B,Supervisor 3,General Inquiry,89.6,0,No,4.0,11.6,Pass
128402,2026-06-27,Agent 073,Team B,Supervisor 2,Billing,74.6,2,No,4.2,6.5,Fail
128403,2026-05-04,Agent 009,Team A,Supervisor 4,Billing,90.2,1,No,3.6,8.8,Pass
128404,2026-05-20,Agent 042,Team A,Supervisor 1,Verification,96.5,1,No,4.6,5.1,Pass
128405,2026-07-03,Agent 063,Team B,Supervisor 3,Billing,73.2,1,No,4.2,7.9,Fail
128406,2026-04-30,Agent 025,Team D,Supervisor 4,Technical Support,89.1,2,No,3.7,12.3,Pass
128407,2026-01-15,Agent 094,Team D,Supervisor 1,Retention,79.6,2,No,4.0,9.4,Fail
128408,2026-03-24,Agent 048,Team B,Supervisor 2,Retention,84.8,0,No,4.4,13.6,Fail
128409,2026-08-08,Agent 055,Team A,Supervisor 1,Verification,92.1,1,No,4.7,3.1,Pass
128410,2026-06-17,Agent 092,Team D,Supervisor 4,Verification,95.6,0,No,4.3,10.3,Pass
128411,2026-06-18,Agent 066,Team A,Supervisor 4,General Inquiry,96.5,2,No,4.0,5.2,Pass
128412,2026-07-16,Agent 089,Team A,Supervisor 5,Verification,90.4,0,No,5.0,11.8,Pass
128413,2026-07-16,Agent 082,Team B,Supervisor 1,Retention,80.8,0,Yes,3.9,13.0,Fail
128414,2026-01-06,Agent 024,Team C,Supervisor 4,Verification,93.7,0,No,4.2,9.5,Pass
128415,2026-08-03,Agent 082,Team D,Supervisor 4,Verification,77.4,0,No,3.3,10.5,Fail
128416,2026-03-08,Agent 091,Team D,Supervisor 3,Verification,90.9,1,No,4.6,8.1,Pass
128417,2026-08-17,Agent 044,Team B,Supervisor 2,General Inquiry,81.3,1,No,3.8,9.8,Fail
128418,2026-06-10,Agent 056,Team D,Supervisor 4,General Inquiry,98.1,3,No,5.0,9.6,Pass
128419,2026-06-20,Agent 035,Team B,Supervisor 4,Verification,90.5,0,No,3.6,7.0,Pass
128420,2026-05-02,Agent 034,Team C,Supervisor 1,Retention,85.5,2,No,4.5,8.5,Pass
128421,2026-05-29,Agent 006,Team D,Supervisor 1,Technical Support,81.3,2,No,3.5,12.1,Fail
128422,2026-03-25,Agent 049,Team D,Supervisor 4,Verification,91.5,4,No,3.8,7.6,Pass
128423,2026-07-12,Agent 016,Team A,Supervisor 5,Billing,84.4,1,No,4.9,9.1,Fail
128424,2026-08-19,Agent 087,Team A,Supervisor 2,Technical Support,92.2,2,No,4.2,11.3,Pass
128425,2026-04-21,Agent 092,Team A,Supervisor 1,Technical Support,93.7,0,No,4.6,7.0,Pass
128426,2026-05-25,Agent 013,Team C,Supervisor 4,Billing,95.9,2,No,4.6,10.1,Pass
128427,2026-08-09,Agent 012,Team C,Supervisor 4,Billing,95.2,1,No,3.9,7.8,Pass
128428,2026-05-16,Agent 011,Team A,Supervisor 3,Technical Support,92.0,3,No,4.8,13.9,Pass
128429,2026-03-05,Agent 047,Team D,Supervisor 5,Verification,81.0,2,No,3.1,6.9,Fail
128430,2026-05-06,Agent 060,Team D,Supervisor 2,Retention,92.4,5,No,3.9,11.1,Pass
128431,2026-08-06,Agent 049,Team A,Supervisor 1,Billing,90.8,1,No,3.8,8.0,Pass
128432,2026-01-28,Agent 052,Team B,Supervisor 4,General Inquiry,83.2,2,No,3.3,9.1,Fail
128433,2026-04-08,Agent 061,Team E,Supervisor 4,General Inquiry,81.6,0,No,3.6,8.6,Fail
128434,2026-08-06,Agent 086,Team D,Supervisor 2,Verification,89.3,3,No,3.6,11.1,Pass
128435,2026-05-21,Agent 095,Team B,Supervisor 1,Technical Support,85.4,1,No,4.7,13.8,Pass
128436,2026-08-24,Agent 091,Team D,Supervisor 4,Technical Support,94.6,1,No,3.8,7.8,Pass
128437,2026-08-17,Agent 091,Team E,Supervisor 4,Technical Support,95.3,0,No,3.7,14.2,Pass
128438,2026-01-13,Agent 040,Team B,Supervisor 2,Verification,78.7,0,No,4.2,5.5,Fail
128439,2026-06-15,Agent 090,Team D,Supervisor 2,Technical Support,86.4,0,No,4.1,13.8,Pass
128440,2026-06-02,Agent 071,Team A,Supervisor 3,Technical Support,100.0,1,No,,13.5,Pass
128441,2026-08-27,Agent 075,Team A,Supervisor 5,General Inquiry,91.9,0,No,4.5,11.2,Pass
128442,2026-07-09,Agent 053,Team C,Supervisor 3,General Inquiry,92.4,4,No,4.7,10.1,Pass
128443,2026-05-31,Agent 061,Team C,Supervisor 5,Verification,87.1,0,No,4.6,7.4,Pass
128444,2026-03-27,Agent 022,Team E,Supervisor 5,Technical Support,98.0,1,No,4.8,10.6,Pass
128445,2026-01-21,Agent 083,Team D,Supervisor 1,Verification,79.6,2,No,3.5,9.2,Fail
128446,2026-07-01,Agent 038,Team B,Supervisor 3,Billing,80.8,1,No,3.6,8.1,Fail
128447,2026-03-04,Agent 084,Team C,Supervisor 1,Technical Support,100.0,2,No,4.3,9.3,Pass
128448,2026-06-07,Agent 061,Team D,Supervisor 2,Verification,90.4,0,No,3.7,9.7,Pass
128449,2026-07-22,Agent 083,Team B,Supervisor 2,General Inquiry,89.3,2,No,4.7,7.6,Pass
128450,2026-07-15,Agent 083,Team B,Supervisor 5,General Inquiry,81.7,4,No,4.6,6.5,Fail
128451,2026-08-13,Agent 100,Team A,Supervisor 4,Verification,90.7,0,No,4.5,5.8,Pass
128452,2026-04-21,Agent 047,Team A,Supervisor 5,Billing,96.1,0,No,4.1,8.0,Pass
128453,2026-03-17,Agent 027,Team D,Supervisor 5,Verification,89.7,2,No,3.6,6.6,Pass
128454,2026-03-14,Agent 081,Team C,Supervisor 1,Billing,100.0,2,No,5.0,7.6,Pass
128455,2026-06-09,Agent 018,Team A,Supervisor 5,Verification,90.0,2,No,4.1,8.9,Pass
128456,2026-07-22,Agent 020,Team A,Supervisor 2,Verification,84.1,0,No,3.3,4.9,Fail
128457,2026-08-17,Agent 042,Team A,Supervisor 3,Verification,96.2,1,No,4.7,7.9,Pass
128458,2026-06-01,Agent 041,Team D,Supervisor 5,Billing,81.2,2,No,3.6,9.8,Fail
128459,2026-01-07,Agent 072,Team A,Supervisor 2,General Inquiry,83.5,0,No,5.0,7.3,Fail
128460,2026-03-13,Agent 058,Team C,Supervisor 5,Verification,88.7,2,No,4.0,4.1,Pass
128461,2026-08-13,Agent 040,Team B,Supervisor 4,Retention,94.5,0,No,4.2,3.9,Pass
128462,2026-08-05,Agent 075,Team C,Supervisor 2,General Inquiry,82.1,1,No,3.7,12.7,Fail
128463,2026-05-09,Agent 030,Team C,Supervisor 5,Technical Support,88.5,1,No,3.8,12.7,Pass
128464,2026-05-11,Agent 012,Team E,Supervisor 4,Technical Support,93.4,1,No,3.8,16.4,Pass
128465,2026-04-14,Agent 062,Team D,Supervisor 1,General Inquiry,96.0,3,No,3.8,6.6,Pass
128466,2026-01-28,Agent 062,Team E,Supervisor 2,Technical Support,90.0,2,No,4.0,5.8,Pass
128467,2026-02-12,Agent 087,Team C,Supervisor 4,Verification,88.2,2,No,4.3,10.2,Pass
128468,2026-04-07,Agent 070,Team D,Supervisor 2,Technical Support,100.0,1,No,4.0,7.9,Pass
128469,2026-02-15,Agent 099,Team E,Supervisor 2,Billing,94.3,1,No,4.0,7.9,Pass
128470,2026-01-01,Agent 015,Team A,Supervisor 1,General Inquiry,100.0,2,No,4.6,8.7,Pass
128471,2026-06-15,Agent 092,Team E,Supervisor 5,Billing,99.6,1,No,4.8,8.5,Pass
128472,2026-08-07,Agent 007,Team B,Supervisor 1,Verification,75.7,1,No,3.8,8.0,Fail
128473,2026-04-12,Agent 006,Team D,Supervisor 2,General Inquiry,90.5,1,No,4.1,8.9,Pass
128474,2026-02-04,Agent 027,Team D,Supervisor 1,Verification,60.5,1,No,3.1,11.4,Fail
128475,2026-07-21,Agent 002,Team A,Supervisor 4,Technical Support,100.0,0,No,4.9,8.5,Pass
128476,2026-07-23,Agent 006,Team E,Supervisor 5,Verification,100.0,1,No,4.6,10.6,Pass
128477,2026-07-21,Agent 061,Team E,Supervisor 5,General Inquiry,100.0,1,No,4.7,9.4,Pass
128478,2026-02-23,Agent 032,Team D,Supervisor 5,Technical Support,100.0,1,No,4.0,11.1,Pass
128479,2026-08-14,Agent 029,Team A,Supervisor 2,Verification,80.1,3,No,3.8,11.3,Fail
128480,2026-01-24,Agent 098,Team C,Supervisor 2,Technical Support,89.5,3,No,3.4,14.8,Pass
128481,2026-06-05,Agent 065,Team B,Supervisor 5,General Inquiry,80.6,1,No,4.2,6.3,Fail
128482,2026-01-22,Agent 015,Team E,Supervisor 1,Technical Support,92.4,2,No,3.8,10.4,Pass
128483,2026-08-25,Agent 010,Team C,Supervisor 5,Billing,84.9,4,No,3.6,9.2,Fail
128484,2026-01-16,Agent 010,Team D,Supervisor 2,General Inquiry,71.1,0,No,3.2,10.2,Fail
128485,2026-01-13,Agent 010,Team D,Supervisor 1,Technical Support,84.9,0,No,4.6,11.3,Fail
128486,2026-04-10,Agent 037,Team B,Supervisor 3,Billing,86.5,2,No,3.2,9.7,Pass
128487,2026-04-10,Agent 032,Team C,Supervisor 1,Technical Support,78.3,1,No,3.4,10.1,Fail
128488,2026-03-03,Agent 036,Team C,Supervisor 2,Retention,85.9,1,No,4.2,5.8,Pass
128489,2026-06-20,Agent 064,Team B,Supervisor 1,General Inquiry,88.7,2,No,3.3,5.1,Pass
128490,2026-03-28,Agent 089,Team E,Supervisor 4,General Inquiry,85.1,0,No,3.6,11.3,Pass
128491,2026-03-19,Agent 015,Team A,Supervisor 2,Verification,98.5,3,No,4.6,8.1,Pass
128492,2026-06-09,Agent 073,Team C,Supervisor 5,Technical Support,85.2,1,No,4.2,5.5,Pass
128493,2026-03-08,Agent 016,Team A,Supervisor 2,Technical Support,100.0,1,No,3.2,11.7,Pass
128494,2026-04-01,Agent 083,Team B,Supervisor 1,Verification,93.3,1,No,4.0,5.8,Pass
128495,2026-07-30,Agent 046,Team D,Supervisor 3,Verification,89.3,0,No,3.4,12.5,Pass
128496,2026-08-02,Agent 044,Team A,Supervisor 5,Verification,93.4,1,No,4.4,9.0,Pass
128497,2026-07-04,Agent 076,Team B,Supervisor 1,Technical Support,90.0,3,No,4.2,11.9,Pass
128498,2026-07-12,Agent 035,Team E,Supervisor 1,Billing,93.2,1,No,4.7,6.7,Pass
128499,2026-07-16,Agent 051,Team D,Supervisor 1,Billing,100.0,2,No,4.6,7.3,Pass
128500,2026-06-26,Agent 058,Team A,Supervisor 1,Verification,96.2,1,No,3.8,11.5,Pass
128501,2026-02-02,Agent 005,Team E,Supervisor 3,Technical Support,100.0,0,No,5.0,8.8,Pass
128502,2026-04-25,Agent 038,Team E,Supervisor 2,Billing,94.9,2,No,5.0,7.5,Pass
128503,2026-01-19,Agent 006,Team A,Supervisor 3,General Inquiry,92.2,0,No,3.9,10.4,Pass
128504,2026-06-13,Agent 051,Team E,Supervisor 2,General Inquiry,83.2,0,No,3.7,6.4,Fail
128505,2026-08-31,Agent 014,Team C,Supervisor 5,Verification,89.7,1,No,3.8,7.6,Pass
128506,2026-07-17,Agent 048,Team E,Supervisor 1,Technical Support,83.8,3,No,4.7,7.2,Fail
128507,2026-05-04,Agent 012,Team E,Supervisor 1,Technical Support,94.6,1,No,3.8,10.7,Pass
128508,2026-05-23,Agent 086,Team D,Supervisor 1,Billing,95.2,1,No,3.7,6.8,Pass
128509,2026-08-16,Agent 052,Team B,Supervisor 4,Verification,94.4,2,No,4.4,7.7,Pass
128510,2026-04-30,Agent 068,Team E,Supervisor 1,Billing,85.5,0,No,3.9,7.2,Pass
128511,2026-04-07,Agent 059,Team C,Supervisor 4,Technical Support,94.9,1,No,5.0,11.6,Pass
128512,2026-01-24,Agent 018,Team B,Supervisor 3,Technical Support,97.4,0,No,3.8,12.3,Pass
128513,2026-01-27,Agent 053,Team C,Supervisor 2,Verification,95.8,2,No,3.8,8.0,Pass
128514,2026-06-26,Agent 031,Team C,Supervisor 4,Technical Support,92.3,1,No,4.0,7.9,Pass
128515,2026-03-16,Agent 035,Team E,Supervisor 3,General Inquiry,100.0,0,No,4.8,14.2,Pass
128516,2026-08-29,Agent 004,Team E,Supervisor 5,Verification,88.2,0,No,4.0,6.6,Pass
128517,2026-01-23,Agent 009,Team A,Supervisor 2,Technical Support,88.7,1,No,4.3,11.5,Pass
128518,2026-06-10,Agent 015,Team A,Supervisor 4,General Inquiry,100.0,2,No,5.0,6.3,Pass
128519,2026-02-10,Agent 042,Team A,Supervisor 3,General Inquiry,81.1,1,No,3.4,8.5,Fail
128520,2026-08-26,Agent 059,Team D,Supervisor 5,Billing,88.8,2,No,3.7,9.2,Pass
128521,2026-08-27,Agent 085,Team E,Supervisor 2,Verification,100.0,0,No,3.8,3.9,Pass
128522,2026-02-25,Agent 096,Team C,Supervisor 4,Verification,96.8,1,No,4.1,6.7,Pass
128523,2026-06-06,Agent 073,Team C,Supervisor 2,General Inquiry,88.6,2,No,3.9,9.6,Pass
128524,2026-06-08,Agent 032,Team B,Supervisor 2,Verification,82.3,1,No,4.0,8.1,Fail
128525,2026-07-12,Agent 080,Team C,Supervisor 5,Billing,90.8,0,No,4.1,12.0,Pass
128526,2026-04-08,Agent 045,Team B,Supervisor 4,Verification,84.1,2,Yes,3.8,5.4,Fail
128527,2026-05-26,Agent 005,Team B,Supervisor 5,General Inquiry,88.6,1,No,4.1,9.0,Pass
128528,2026-07-29,Agent 031,Team B,Supervisor 5,Retention,87.0,1,No,3.5,5.7,Pass
128529,2026-01-06,Agent 025,Team A,Supervisor 2,Retention,92.4,0,No,4.6,9.2,Pass
128530,2026-06-29,Agent 056,Team E,Supervisor 1,General Inquiry,93.1,0,No,4.8,7.5,Pass
128531,2026-02-09,Agent 001,Team E,Supervisor 1,Technical Support,90.5,2,No,4.5,9.3,Pass
128532,2026-07-12,Agent 061,Team D,Supervisor 5,Technical Support,89.4,1,No,3.4,7.7,Pass
128533,2026-08-27,Agent 067,Team C,Supervisor 4,Billing,90.7,3,No,4.2,6.5,Pass
128534,2026-02-11,Agent 085,Team E,Supervisor 2,Retention,91.7,1,No,4.1,14.2,Pass
128535,2026-08-10,Agent 092,Team E,Supervisor 5,General Inquiry,93.5,0,No,4.2,8.9,Pass
128536,2026-07-15,Agent 067,Team B,Supervisor 4,Verification,85.9,2,No,,9.1,Pass
128537,2026-02-01,Agent 042,Team B,Supervisor 1,Verification,85.0,2,No,4.7,8.6,Pass
128538,2026-01-10,Agent 096,Team D,Supervisor 5,Billing,86.2,1,No,3.3,6.7,Pass
128539,2026-08-23,Agent 096,Team D,Supervisor 3,Verification,100.0,1,No,4.4,4.8,Pass
128540,2026-03-10,Agent 094,Team E,Supervisor 5,Verification,88.5,0,No,3.6,7.7,Pass
128541,2026-01-09,Agent 059,Team B,Supervisor 4,Billing,67.2,2,No,3.2,11.0,Fail
128542,2026-03-10,Agent 050,Team B,Supervisor 4,Verification,64.2,1,No,3.7,6.6,Fail
128543,2026-07-08,Agent 077,Team C,Supervisor 5,General Inquiry,86.2,0,Yes,4.2,11.9,Pass
128544,2026-05-19,Agent 034,Team A,Supervisor 3,Technical Support,73.4,3,No,4.5,10.9,Fail
128545,2026-04-09,Agent 068,Team A,Supervisor 1,Billing,97.2,1,No,3.7,6.5,Pass
128546,2026-08-07,Agent 054,Team B,Supervisor 3,Technical Support,93.1,0,No,4.3,8.5,Pass
128547,2026-07-15,Agent 082,Team A,Supervisor 3,Verification,99.6,2,No,4.8,10.8,Pass
128548,2026-03-15,Agent 096,Team A,Supervisor 4,Verification,93.4,1,No,4.2,8.3,Pass
128549,2026-04-13,Agent 014,Team D,Supervisor 5,Verification,91.8,0,No,4.1,10.8,Pass
128550,2026-08-13,Agent 032,Team C,Supervisor 3,General Inquiry,96.5,1,No,4.2,15.6,Pass
128551,2026-05-03,Agent 070,Team D,Supervisor 5,Retention,85.6,0,No,3.9,13.0,Pass
128552,2026-04-12,Agent 081,Team A,Supervisor 3,Retention,90.1,0,No,4.7,4.3,Pass
128553,2026-01-08,Agent 008,Team B,Supervisor 2,Billing,77.0,1,No,3.1,9.0,Fail
